---
Terrain Height ft Valid 1200 GMT ~Z75~(1200Z)~Z~ Sun 23 11 2014 ~Z75~[12hrFcst from 00Z data]~Z~
Model= RASP Region= UK12+2 Grid= d2 Reskm= 12 Indexs= 1 57 1 90 Proj= lambert 12000 12000 60.0000 60.0000 17.0000 54.2976 -3.4798
Day= 2014 11 23 Sun ValidLST= 1200 GMT ValidZ= 1200 Fcst= 42 Init= 42Param= wrf=HGT Unit= ft Mult= 1 Min= 0 Max= 2470
238 239 249 264 284 298 312 348 453 497 323 125 148 320 346 184 29 0 1 1 0 0 115 206 69 0 0 0 83 565 1223 1433 848 683 1412 1767 1478 965 533 339 173 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
252 259 270 285 303 329 344 362 429 490 447 367 336 409 687 633 172 42 7 0 1 0 0 0 0 3 0 0 0 173 568 761 446 538 1213 1376 1001 586 356 257 110 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
263 273 287 304 323 334 339 335 333 373 454 544 505 356 525 626 287 48 19 2 0 0 0 7 17 0 15 45 20 18 81 107 67 230 600 785 646 456 412 288 91 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
263 275 299 321 341 365 352 314 324 379 442 473 440 293 277 353 256 130 58 6 0 0 3 25 85 31 83 174 125 90 20 9 88 199 446 720 670 518 510 400 166 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
263 275 299 335 358 423 405 325 361 430 442 356 262 215 215 283 281 141 40 9 0 5 12 80 125 125 240 274 271 276 159 204 380 493 707 986 999 805 664 506 256 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
260 275 299 336 368 423 421 375 442 461 428 391 240 171 179 327 449 216 17 4 0 9 105 227 246 417 588 437 375 395 330 414 668 855 926 1029 1103 1203 1131 631 221 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
235 247 278 328 368 415 396 428 584 567 490 514 362 220 166 292 566 486 125 0 0 5 149 411 537 822 981 797 619 594 665 699 920 1036 902 774 676 1014 1205 598 129 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
196 201 240 305 366 446 453 495 636 633 559 711 698 365 153 293 702 730 198 0 0 0 92 386 669 973 1163 1253 1071 924 1115 1206 1329 1258 894 546 356 499 592 316 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
152 157 204 281 355 438 528 600 620 565 623 845 905 537 234 417 780 674 148 0 0 0 4 111 420 774 999 1211 1174 1095 1288 1443 1482 1364 1036 634 467 402 262 161 34 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
104 113 167 255 339 410 545 614 509 432 565 668 730 609 337 418 659 485 92 0 0 0 0 0 83 362 549 729 973 1091 1022 1028 1084 1107 1102 964 889 755 444 193 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49 72 133 230 320 418 585 590 404 290 288 330 404 388 230 205 337 296 60 9 55 0 12 74 11 29 172 479 926 962 665 698 914 985 952 960 1015 838 443 130 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 40 100 194 280 360 548 623 455 212 146 241 264 199 89 30 51 73 10 43 218 151 231 478 189 0 71 449 777 638 497 721 927 812 514 408 436 330 135 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 17 69 150 224 265 406 564 490 195 171 398 396 225 49 0 0 0 0 0 248 447 464 594 224 30 366 467 355 249 358 571 546 316 119 7 6 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 7 42 97 148 168 212 306 318 130 99 286 258 98 8 0 0 10 23 0 105 353 379 337 52 229 689 434 288 493 493 312 119 138 200 102 74 85 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 22 57 90 100 98 89 90 36 7 31 7 0 0 1 0 21 108 101 0 69 256 279 250 423 483 321 557 897 645 276 377 578 471 324 341 250 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1 0 8 28 45 50 50 38 23 8 0 0 0 0 1 0 0 26 152 401 262 85 236 347 572 687 509 531 575 499 433 552 816 752 476 360 270 114 8 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 3 11 18 20 20 15 9 3 0 0 0 0 0 0 0 0 100 441 539 257 185 339 581 813 953 1067 859 604 730 921 815 501 297 259 185 123 116 47 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 102 251 251 122 296 614 680 990 1437 1400 1228 1118 1126 1190 834 356 250 335 348 255 151 52 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 28 52 0 146 519 670 1044 1429 1507 1477 1279 1361 1532 1179 720 569 570 591 506 373 311 135 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 15 30 48 64 220 744 1304 1359 1432 1593 1494 1398 1145 1014 1174 1270 1290 1289 1215 941 658 376 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 33 118 217 148 79 463 1127 1392 1392 1447 1496 1381 1068 1181 1693 1938 1942 1819 1621 1233 720 468 265 27 0 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 193 313 362 376 380 719 1247 1580 1571 1598 1683 1574 1806 2289 2363 2080 1778 1474 1008 573 453 368 113 0 0 1 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 37 249 454 633 735 663 599 957 1550 1705 1683 1701 1629 1812 2217 2470 2314 1859 1479 1096 704 474 349 192 43 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 75 276 474 523 742 904 891 1004 1335 1670 1772 1695 1515 1515 1809 1969 1810 1633 1325 855 529 361 264 154 35 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 30 95 625 1221 1184 993 1084 1310 1614 1942 1892 1435 1173 1206 1325 1454 1211 739 466 379 378 244 41 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 136 35 5 422 1088 1391 1316 1034 819 917 1384 1743 1510 1189 981 922 994 893 653 382 271 325 204 19 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 168 376 176 75 247 680 1240 1495 1312 949 671 612 753 870 844 697 696 640 464 431 281 90 70 49 3 0 0 0 0 2 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 76 182 189 200 133 223 787 1472 1776 1484 828 243 102 213 192 183 280 245 93 70 67 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
